type,stem,options,answer,knowledge,analysis
选择,"What happens to real GDP and the price level in the long run, if unions are able to raise money wages faster than productivity is increasing and there is no monetary accommodation?","A. Despite an initial period with a higher price level and lower real GDP, both real GDP and the price level will eventually return to their initial values.
B. Despite an initial period with a lower price level and higher real GDP, both real GDP and the price level will eventually return to their initial values.
C. Despite an initial period with a higher price level and higher real GDP, both real GDP and the price level will eventually return to their initial values.
D. There is an increase in the price level and real GDP is unchanged.",A,"Wage-push inflation, Long-run neutrality",
选择,"What happens to real GDP and the price level in the long run, if unions are able to raise money wages faster than productivity is increasing and there is monetary accommodation?","A. Despite an initial period with a higher price level and lower real GDP, both real GDP and the price level will eventually return to their initial values.
B. Despite an initial period with a lower price level and higher real GDP, both real GDP and the price level will eventually return to their initial values.
C. Despite an initial period with a higher price level and higher real GDP, both real GDP and the price level will eventually return to their initial values.
D. There is an increase in the price level and real GDP is unchanged.",D,"Monetary validation, Long-run price level",
选择,Which of the following best defines 'monetary validation'?,"A. The monetary authorities allow the money supply to rise after an increase in aggregate demand.
B. The monetary authorities allow the money supply to fall after an increase in aggregate demand.
C. The monetary authorities allow the money supply to rise after an increase in short-run aggregate supply.
D. The monetary authorities allow the money supply to rise after a decrease in short-run aggregate supply.",D,"Monetary validation definition, Supply-side accommodation",
选择,What should the monetary authorities do in the event of a repeated negative supply shock?,"A. Accommodate the shock for as long as it continues.
B. Accommodate the first round of the shock and then not accommodate any further shocks.
C. Not accommodate the first round of the shock.
D. Not accommodate the shock in any time period.",B,"Policy rules, Repeated shocks",
选择,What will happen to real GDP and the price level if there is an increase in consumer spending and the monetary authorities react by validating this and any subsequent shocks?,"A. The price level and real GDP continue to fall.
B. Real GDP increases at first and the price level continues to rise.
C. The price level increases at first and real GDP continues to rise.
D. Both the price level and real GDP continue to rise.",D,"Demand validation, Ongoing monetary expansion",
选择,"Which, if any, of the statements below best describes the NAIRU?","A. The amount of frictional and structural unemployment that exists when GDP is at its potential level
B. The amount of structural unemployment that exists when GDP is at its potential level.
C. The amount of frictional and structural unemployment that exists when GDP is below its potential level.
D. None of the above is an adequate description of the NAIRU.",A,"NAIRU definition, Natural rate of unemployment",
选择,What happens when the unemployment rate is below the NAIRU?,"A. Demand forces put pressure on wages to rise more slowly than productivity.
B. Demand forces make productivity rise faster than wages.
C. Demand forces put pressure on wages to rise more quickly than productivity.
D. Demand forces do not affect wages or productivity.",C,"Below-NAIRU dynamics, Wage pressure",
选择,The steepness of the original Phillips curve in the low unemployment range shows that,"A. prices are very responsive to changes in unemployment in that range.
B. prices are not responsible for changes in unemployment in that range.
C. wage inflation is not responsive to changes in unemployment in that range.
D. wage inflation is very responsive to changes in unemployment in that range.",D,"Phillips curve slope, Wage-unemployment sensitivity",
选择,The transformed Phillips curve shows the relationship between,"A. the rate of change of the SRAS and the level of GDP.
B. the rate of change of unit costs of production and the level of prices.
C. the rate of change of unit costs of production and the level of GDP.
D. the rate of change of the price level and the level of potential GDP.",C,"Transformed Phillips curve, Unit costs vs GDP",
选择,The  –  of the transformed Phillips curve expresses the  –  of aggregate  –  .,"A. linearity, symmetry, supply
B. nonlinearity, symmetry, demand
C. nonlinearity, asymmetry, supply
D. linearity, asymmetry, demand",C,"Phillips curve properties, Aggregate supply asymmetry",
选择,"As long as people expect prices to rise, their behaviour will","A. push money wages and unit costs up.
B. push real wages up and unit costs up.
C. push money wages up and unit costs down.
D. push money wages down and real wages up.",A,"Expectations-augmented inflation, Wage-price spiral",
选择,The theory of adaptive expectations states that,"A. information about future inflation rates takes account of the error in predicting the current rate.
B. the expectation of future inflation rates adjusts to the error in predicting the current rate.
C. the prediction of future inflation rates depends only on the current rate.
D. expectations of current and future inflation rates are evolutionary.",B,"Adaptive expectations, Expectation adjustment",
选择,"According to the theory of rational expectations, if the economic system about which people are forming expectations remains stable, then people's expectations of future inflation","A. will always be correct.
B. will always be wrong.
C. will be correct on average.
D. are based only on inflation rates in the last three years.",C,"Rational expectations, Unbiased forecasts",
选择,The three basic forces affecting the percentage increase in unit wage costs are,"A. supply, shocks, and expectations.
B. demand, rigidities, and expectations.
C. supply, asymmetries, and demand.
D. demand, shocks, and expectations.",D,"Unit wage cost drivers, Demand shocks expectations",
选择,When GDP equals potential GDP,"A. actual inflation equals expected inflation.
B. the inflation rate is zero.
C. the demand component of inflation is in equilibrium.
D. the demand and supply components of inflation are in equilibrium.",A,"Potential GDP equilibrium, Inflation expectations consistency",
选择,"Provided the inflation is fully validated, any rate of inflation can persist indefinitely as long as","a) GDP is held at its potential level.
b) the monetary authorities maintain consistent increases in the rate of interest.
c) the balance of trade is positive.
d) the time-lags associated with fiscal policy are not too great.",a,"Monetary validation of inflation, Long-run neutrality of money, Inflation persistence conditions",
选择,The Lucas critique suggests that,"a) prequels to popular films may not live up to expectations.
b) the use of models based on past data to predict significant policy changes has distinct advantages.
c) monetary authorities should always validate and/or accommodate shocks.
d) it may be problematic to use models with behavioural parameters based on past data for forecasting purposes.",d,"Lucas critique, Policy-ineffectiveness proposition, Rational expectations, Structural vs. reduced-form models",
选择,The main reason many governments have given central banks the power to determine monetary policy in recent years is that,"a) individuals will not be able to guess what the central bank will do next.
b) it is increasingly fashionable for a government to have an independent central bank.
c) individuals will trust the central bank's counter-inflationary credentials more than those of politicians.
d) individuals do not like to see the government controlling the interest rate.",c,"Central-bank independence, Credibility and time-inconsistency problem, Inflation bias under discretionary policy",
选择,"Following a negative supply shock, monetary accommodation can return the economy to potential GDP","a) relatively quickly and with no effect on prices.
b) relatively quickly but at the cost of a once-and-for-all increase in the price level.
c) only slowly but at the cost of a once-and-for-all decrease in the price level.
d) None of the above makes any sense in this context.",b,"Supply shocks, Monetary accommodation, Sacrifice ratio, Price-level vs. inflation effects",
选择,"Without monetary validation, demand shocks cause","a) the quantity theory of money to lose its predictive power.
b) recessionary gaps followed by temporary bursts of inflation.
c) temporary bouts of disinflation.
d) temporary bursts of inflation accompanied by inflationary gaps.",c,"Demand shocks, Self-correcting mechanism, Output gap dynamics, Phillips curve shifts",
选择,"With floating exchange rates, perfect capital mobility implies that","a) the domestic and foreign interest rates must always be equal.
b) any differential between domestic and foreign interest rates must equal the expected change in the exchange rate.
c) any differential between domestic and foreign interest rates must equal the current difference in the exchange rates.
d) None of the above is true.",a,"Mundell-Fleming model, interest parity condition, perfect capital mobility",
选择,"With a floating exchange rate and no capital mobility, the long-run effect of a rise in government spending will be","a) a crowding out of investment.
b) a matching rise in investment.
c) a crowding out of net exports.
d) a fall in the exchange rate.",a,"Fiscal policy effectiveness, crowding out, long-run equilibrium under floating rates",
选择,With fixed exchange rates and perfect capital mobility the long-term outcome of an increase in government spending is,"a) a trade surplus.
b) an increase in the domestic price level and a trade deficit.
c) a decrease in the domestic price level.
d) a decrease in the domestic price level and a trade deficit.",b,"Fixed exchange rate regime, monetary policy ineffectiveness, price level adjustment",
选择,"In the short run, with a flexible exchange rate and perfect capital mobility, an increase in the money supply will result in","a) no change in the price level.
b) a shortage of money.
c) a decline in real GDP.
d) an output boom.",d,"Monetary expansion short-run effects, aggregate demand shift, exchange rate depreciation",
选择,"In the long run, with a flexible exchange rate and perfect capital mobility, an increase in the money supply will result in","a) higher prices and currency depreciation.
b) higher prices and currency appreciation
c) lower prices and currency depreciation.
d) lower prices and currency appreciation.",a,"Monetary neutrality long-run, price level increase, exchange rate depreciation",
选择,"With perfect capital mobility and a floating exchange rate, a fall in the domestic interest rate will lead to a change in the exchange rate. This change will be","a) a fall just sufficient to compensate for the fall in the domestic interest rate.
b) a fall less than sufficient to compensate for the fall in the domestic interest rate.
c) a fall more than sufficient to compensate for the fall in the domestic interest rate.
d) a rise just sufficient to compensate for the fall in the domestic interest rate.",a,"Uncovered interest parity, exchange rate adjustment, capital flows",
选择,"With a floating exchange rate and perfect capital mobility, a rise in government spending leads to","a) a current account surplus as net exports are crowded out.
b) a current account deficit as net exports are crowded in.
c) a current account deficit as net exports are crowded out.
d) a current account surplus as net exports are crowded in.",c,"Fiscal expansion under floating rates, currency appreciation, net exports crowding out",
选择,When the exchange rate is fixed and a persistent current account deficit causes a serious drain on official reserves the government may choose to devalue the currency. This will,"a) make the current account significantly worse in the long term.
b) initially cause a deterioration of the current account before an improvement.
c) initially cause an improvement of the current account before a deterioration in the long run.
d) cause a quick and lasting improvement in the current account balance.",b,"Currency devaluation, J-curve effect, trade balance dynamics",
选择,An increase in government spending under a floating exchange rate régime when the money stock is fixed,"a) causes a significant increase in real GDP in the short run.
b) causes a significant decrease in real GDP in the short run.
c) has little impact on real GDP in the short run.
d) has no impact at all on real GDP.",c,"Fiscal policy under floating rates, monetary policy constraint, exchange rate crowding out",
选择,"With a flexible exchange rate, an expansionary fiscal policy does have a short-run expansionary effect on the economy if the monetary authorities","a) increase the money supply to accommodate the increase in GDP while maintaining a constant interest rate.
b) decrease the money supply at the correct rate.
c) increase the money supply to accommodate the decrease in GDP while maintaining a constant interest rate.
d) decrease the money supply to accommodate the increase in GDP at a higher interest rate.",a,"Accommodative monetary policy, fiscal-monetary mix, interest rate targeting",
选择,The disequilibrium caused by a decrease in investment can be offset by using,"a) monetary policy to increase domestic interest rates.
b) monetary policy to lower domestic interest rates and cause currency depreciation, and fiscal policy to shift aggregate demand back to its original position.
c) monetary policy to cause a currency appreciation, and fiscal policy to restore aggregate demand to its previous level.
d) fiscal policy to reduce government spending.",b,"Policy mix to stabilize demand, investment shock, aggregate demand management",
选择,An individual who has voluntarily withdrawn from the labour force is called,"a) lazy.
b) a discouraged worker.
c) an encouraged worker.
d) a disappointed worker.",b,"Labour force participation, discouraged worker effect, unemployment definitions",
选择,The claimant count gives an accurate measure of,"a) the number of people who are unemployed and looking for work.
b) the number of people claiming unemployment benefit.
c) the number of people employed.
d) none of the above.",b,"Claimant count, unemployment measurement, benefit statistics",
选择,The ILO unemployment measure gives a comprehensive measure of,"a) the number of people who are unemployed and looking for work.
b) the number of people claiming unemployment benefit.
c) the number of people employed.
d) none of the above.",a,"ILO unemployment definition, labour force survey, international standards",
选择,Unemployment due to a recession is called,"a) equilibrium unemployment.
b) frictional unemployment.
c) structural unemployment.
d) cyclical unemployment.",d,"Cyclical unemployment, business cycle, demand-deficient unemployment",
选择,An individual who has just finished training and is looking for a job is part of the,"a) employed.
b) frictionally unemployed.
c) structurally unemployed.
d) cyclically unemployed.",b,"Frictional unemployment, job search, labour turnover",
选择,Structural unemployment,"a) is caused by too little demand in the economy.
b) is part of the normal turnover of labour.
c) occurs when there is a mismatch between the skills of workers and the skills desired by employers.
d) mostly occurs in the construction industry.",c,"Structural unemployment, skills mismatch, sectoral shifts",
选择,Equilibrium unemployment is made up of,"a) cyclical and frictional unemployment.
b) cyclical and structural unemployment.
c) structural and frictional unemployment.
d) structural unemployment.",c,"Natural rate of unemployment, equilibrium unemployment components, frictional and structural",
选择,During the 1970s and first half of the 1980s the UK unemployment rate,"a) was steady.
b) fell.
c) started historically high, then fell, only to return to a high rate by the end of the period.
d) increased at an increasing rate over much of the period.",d,"UK unemployment history, 1970s-1980s economic shocks, stagflation",
选择,Which of the following had the highest unemployment rate in 2002?,"a) EU
b) USA
c) Japan
d) USA and Canada",a,"International unemployment comparisons, EU labour markets, 2002 economic conditions",
选择,Which categories of worker are more likely to be unemployed?,"a) professional workers
b) skilled workers
c) workers with low-level skills
d) managers",c,"Unemployment by skill level, low-skilled labour, labour market segmentation",
选择,One consequence of unemployment is lost output. Which of the following best encapsulates other consequences of unemployment?,"a) An increase in equality and self-esteem, but an erosion of human capital.
b) An increase in equality, a decrease in self-esteem, and an erosion of human capital.
c) There are no consequences other than lost output.
d) A decrease in equality and self-esteem, as well as an erosion of human capital.",d,"Social costs of unemployment, inequality, human capital depreciation",
选择,"In a competitive labour market, a boom shifts","a) the demand for labour to the right, so employment and wages rise.",a,"Labour demand cyclicality, wage cyclicality, boom effects on employment",
选择,In a labour market with sticky wages,"A. wages do not adjust so there will be a constant unemployment rate.
B. wages cannot be renegotiated so there will be a surplus of labour in booms.
C. there will be unemployment in slumps and labour shortages in booms.
D. wages are protected by the government so there will always be labour shortages.",C,"sticky wages, labour-market disequilibrium, Keynesian labour-market dynamics",
选择,"According to traditional Keynesian macroeconomists, unemployment is the result of","A. market failure.
B. voluntary decisions made by rational people.
C. the predictable workings of a free labour market.
D. none of the above.",A,"Keynesian unemployment theory, market failure, demand-deficient unemployment",
选择,"In a labour market characterized by long-term employment relationships, what would a typical firm do in a slump, according to a New Keynesian view?","A. reduce wages
B. increase wages
C. reduce the number of employees
D. increase the number of employees",C,"New Keynesian labour markets, labour hoarding, employment adjustment over the cycle",
选择,The idea that firms should pay a wage above the equilibrium wage in order to motivate workers is called,"A. efficiency wage theory.
B. menu cost theory.
C. NAIRU.
D. sticky wage theory.",A,"efficiency wage theory, incentive-compatible contracts, above-equilibrium wages",
选择,A union bargaining with a firm will bargain for,"A. more jobs for union employees.
B. fewer jobs.
C. higher wages.
D. a lower wage for non-union employees.",C,"union wage bargaining, monopoly union model, wage premium",
选择,"Policies which discourage the movement of labour between regions, industries, and occupations tend to","A. increase frictional unemployment.
B. decrease structural unemployment.
C. increase structural unemployment.
D. have no effect on unemployment.",C,"structural unemployment, labour mobility, mismatch unemployment",
选择,Models of hysteresis imply that,"A. the NAIRU will be lower after periods of high unemployment.
B. the NAIRU will be higher after periods of high unemployment.
C. the NAIRU is not path-dependent.
D. structural unemployment will be lower after periods of high unemployment.",B,"hysteresis in unemployment, path-dependence of NAIRU, long-term unemployment effects",
选择,"When an individual has the wrong characteristics for available jobs, this is called","A. educational failure.
B. the skills gap.
C. a mismatch.
D. adverse selection.",C,"skills mismatch, structural unemployment, occupational mismatch",
选择,A higher level of unemployment benefit will tend to,"A. increase the NAIRU.
B. decrease the NAIRU.
C. have no effect on the NAIRU.
D. decrease wages.",A,"unemployment benefits and NAIRU, reservation wage, search unemployment",
选择,The two major supply shocks during the 1970s were caused by,"A. the expansion of credit.
B. new technology becoming available.
C. increases in oil prices.
D. trade union reform.",C,"1970s oil shocks, aggregate supply shocks, stagflation",
选择,New classical economists believe that individuals have,"A. adaptive expectations.
B. extrapolative expectations.
C. rational expectations.
D. limited-liability expectations.",C,"new classical macroeconomics, rational expectations, policy ineffectiveness proposition",
选择,Real business cycle theorists believe that cyclical fluctuations are based on,"A. supply shocks.
B. demand shocks.
C. money shocks.
D. none of the above.",A,"real business cycle theory, technology shocks, supply-driven cycles",
选择,Which of the statements below is correct?,"A. Enforced job-sharing is an effective way to reduce unemployment.
B. Automation costs jobs in both the long and short terms.
C. Competition from low-wage economies is a significant cause of unemployment in high-wage economies.
D. None of the above is correct.",D,"job-sharing effectiveness, automation and employment, globalisation and unemployment",
选择,An economy which engages in international trade is,"a) in a state of autarky.
b) an open economy.
c) a closed economy.
d) none of the above.",B,"Open vs closed economies, Definition of international trade engagement",
选择,The key difference between interpersonal trade and international trade is that,"a) nations must compete against one another but individuals do not.
b) individuals must compete against one another but nations do not.
c) international trade takes place across national borders.
d) only international trade leads to specialisation.",C,"Nature of international trade, Border-crossing transactions",
选择,Autarky means,"a) a closed economy.
b) an open economy.
c) specialisation.
d) a city in Turkey.",A,"Definition of autarky, Self-sufficiency in economics",
选择,The GATT principle that no country can make a unilateral tariff increase is designed to,"a) avoid tit-for-tat tariff wars.
b) discourage the erection of non-tariff barriers.
c) force countries to increase trade.
d) encourage governments to use quotas.",A,"GATT rules, Tariff restraint and trade wars",
选择,"If Jamaica devotes all its resources to growing bananas, it can produce 100 tons of bananas per month. However bananas on their own hardly satisfy all the necessary requirements for everyday living. Thus, without trade with other countries,","a) Jamaicans would eat 100 tons of bananas per month.
b) Jamaica would grow fewer bananas and produce some necessary goods rather less efficiently than it produces bananas.
c) the rest of the world would have free bananas.
d) Jamaica would concentrate on tourism.",B,"Opportunity cost, Limits of autarky",
选择,The term 'gains from trade' means,"a) the profits from exporting.
b) the revenue from import tariffs.
c) the efficiency gains resulting from specialisation and trade.
d) the differences between levels of regional funding.",C,"Gains from trade definition, Specialisation benefits",
选择,Which of the following is not relevant to gains from trade?,"a) the theory of comparative advantage
b) division of labour #
c) specialisation
d) balance of payments theory",D,"Sources of trade gains, Balance of payments vs trade gains",
选择,"Assume that the US can produce 6 boats or 5 cars per unit of labour, and that the UK can produce 5 boats or 3 cars per unit of labour. With free trade","a) the UK produces only boats and the US produces only cars.
b) the US produces only boats and the UK produces only cars.
c) both countries produce both goods in equal proportions.
d) the UK buys all its boats and cars from the US.",B,"Comparative advantage calculation, Specialisation pattern under free trade",
选择,In Question 8 the UK has,"a) an absolute advantage in producing boats.
b) a comparative advantage in producing boats.
c) an absolute advantage in producing cars.
d) a comparative advantage in producing cars.",B,"Comparative advantage identification, Absolute vs comparative advantage",
选择,"In the circumstances outlined in Question 8, free trade will","a) benefit both countries.
b) benefit neither country.
c) benefit the UK at the expense of the US.
d) benefit the US at the expense of the UK.",A,"Mutual gains from trade, Comparative advantage welfare",
选择,A country can consume beyond its production-possibility boundary with,"a) production and trade.
b) fixed production and trade.
c) variable production quotas.
d) A country can never do this.",A,"PPF and trade, Consumption possibilities frontier",
选择,"In free trade areas such as the European Community, complete specialisation has not occurred, because","a) the theory of comparative advantage is misleading.
b) no country has any comparative advantage.
c) countries choose not to trade.
d) consumers value a wider range of choices.",D,"Incomplete specialisation reasons, Consumer preference for variety",
选择,'Learning by doing' shows,"a) increasing efficiency with larger volumes of production.
b) increasing efficiency as experience of particular kinds of production grows.
c) gains from trade.
d) losses from trade in familiar markets.",B,"Learning-by-doing concept, Dynamic economies",
选择,Which of the following would policy-makers not use to foster the development of comparative advantage in certain goods?,"a) tax breaks and/or subsidies
b) training programmes
c) protective tariffs
d) social security benefits",D,"Industrial policy tools, Social security unrelated to trade",
选择,The 'terms of trade' is,"a) the ratio of export prices to import prices.
b) the exchange rate.
c) the summary of the provisions of a trade agreement.
d) imports less exports.",A,"Terms of trade definition, Price ratio measurement",
选择,Which of the following is not an argument for protectionism?,"a) protection of specific groups
b) defence or other security considerations
c) diversification
d) lower prices #",D,"Protectionist arguments, Lower prices as free-trade outcome",
选择,The infant industry case for protection relies on the validity of which of the following theories?,"a) the theory of comparative advantage
b) learning by doing
c) mercantilism
d) economies of scale",B,"Infant industry argument, Learning-by-doing rationale",
选择,In which of the following would infant industry protection be appropriate?,"a) A country held back by capital market distortions.
b) A newly industrialising country wishing to catch up.
c) A closed economy wishing to open to trade.
d) A thriving industrialised economy wishing to generate a trade surplus.",B,"Appropriate context for infant industry, Catch-up industrialisation",
选择,Critics of the argument for infant industry protection often argue that,"a) these countries obviously cannot catch up, otherwise they would not need protection.
b) protection covers up other distortions.
c) protection harms producers.
d) protection can be viewed as an investment.",B,"Critiques of infant industry, Distortion masking",
选择,Which of the following conditions do not apply to infant industry arguments?,"a) Costs must be offset by long-term benefits.
b) Protection must not compensate for other shortcomings.
c) There must be a high level of protection.
d) Protection must not lead to retaliation.",C,"Conditions for infant industry, Temporary and moderate protection",
选择,To alter the terms of trade by use of commercial policy a country must,"a) be large enough to alter the price by changing its demand or supply.
b) have a population of 100 million or above.
c) have high tariffs.
d) have developed import-substituting industries.",A,"Market power and terms of trade, Large-country effect",
选择,Strategic trade policy aims to protect industries that are,"a) militarily advantageous.
b) highly profitable.
c) expected to be profitable in the long run.
d) employing many people but making no profit.",C,"Strategic trade policy, Long-run profitability",
选择,Which of the following cannot be used as a method of protection?,"a) tariffs
b) subsidies
c) regulations
d) minimum wage legislation",D,"Protection instruments, Minimum wage as domestic policy",
选择,"If the government decides that no more than 5000 Japanese cars may be imported, this is an example of","a) voluntary export restraint.
b) an import tariff.
c) an import quota.
d) infant industry protection.",C,"Import quota definition, Quantitative restriction",
选择,Trade diversion,"a) favours the world's most efficient producers at the expense of local producers.
b) favours a trading bloc's most efficient producers at the expense of world producers.
c) is better than trade creation.
d) gives money to the government.",B,"Trade diversion concept, Preferential vs global efficiency",
选择,In 1998-2002 Japan had the - - - rate of economic growth of all the - - - economies.,"A. lowest, Pacific
B. highest, Asian
C. lowest, major
D. lowest, developing",C,"Japan’s economic stagnation in the late 1990s, Comparative macroeconomic performance of major economies",
选择,The real exchange rate for Japan rose from the early 1980s up to the mid-1990s. This made it,"A. difficult for Japanese producers to compete in world markets, so they increasingly produced overseas and sourced their inputs in other countries.
B. difficult for Japanese producers to compete in world markets, so they increasingly produced for the home market.
C. easier for Japanese producers to compete in world markets, so they increased production and exported more.
D. easier for Japanese producers to compete in Pacific markets, so they increased production of high-technology goods for developing markets.",A,"Real exchange-rate appreciation and competitiveness, Japanese outward FDI response to yen strength",
选择,"In the late 1990s and early 2000s monetary policy in Japan was constrained by the fact that interest rates could go no - -, and the fiscal authorities were unable or unwilling to introduce a","A. lower, shift towards indirect taxation
B. higher, fiscal correction
C. higher, reform of tax collection
D. lower, major fiscal stimulus",D,"Zero lower bound on nominal interest rates, Liquidity trap and fiscal policy constraints",
选择,Which of the following structural reforms of the Japanese economy has not been proposed?,"A. A reduction of producer subsidies to agriculture, which benefit 2 per cent of the population at the expense of the remaining 98 per cent.
B. Reform of the highly restricted and inefficient system of wholesale and retail distribution.
C. A major shift from public to private enterprise.
D. Reform of the banking system.",C,"Structural reform agenda for Japan, Privatization vs. existing reform proposals",
选择,In recent years both Germany and Japan,"A. have regained control over real short-term interest rates.
B. have lost control over nominal short-term interest rates.
C. have control over nominal long-term interest rates.
D. have lost control over real short-term interest rates.",D,"Monetary autonomy in integrated capital markets, Euro-area vs. Japan interest-rate constraints",
选择,"Though in each case the cause is different, the effect is the same for both Germany and Japan","A. interest rates are too low.
B. inflation remains a threat.
C. interest rates are too high.
D. real effective exchange rates are too low.",D,"Real effective exchange-rate misalignment, Germany and Japan’s undervaluation within respective monetary regimes",
选择,The Stability and Growth Pact requires members of the euro zone to keep,"A. budget deficits below 3 per cent of GDP.
B. budget deficits below 2.5 per cent of GDP.
C. any budget surplus below 2.5 per cent of GDP.
D. any budget surplus below 3 per cent of GDP.",A,"EU fiscal rules, Stability and Growth Pact deficit ceiling",
选择,The background to the financial crisis in Southeast Asia in 1997-8 was,"A. a long history of lack of confidence in the banking system.
B. a sustained period of high real economic growth.
C. an increasing burden of welfare benefits.
D. political instability in Indonesia.",B,"Asian crisis 1997-98, Macroeconomic imbalances after high-growth period",
选择,"The currency and banking crises in Asia caused major disruptions to the economies involved,","A. imposing bankruptcy and financial hardship on the wealthiest sections of the population in particular.
B. leading to reduced fees to major international accounting firms.
C. leading to the collapse of speculative pressures on their currencies in foreign exchange markets.
D. imposing bankruptcy and financial hardship on millions of people.",D,"Social costs of financial crises, Transmission of currency crises to real economy",
选择,The background to the financial crisis in Argentina in 2001-2 did not include,"A. a currency board which pegged its currency to a basket of currencies of its major trading partners.
B. weak fiscal policy and mounting overvaluation.
C. low inflation and strong growth for most of the 1990s.
D. a growing burden of public debt.",A,"Argentina 2001-02 crisis, Currency board peg to USD (not basket)",
选择,Because monetary policy-makers in many countries have inflation targets based on,"A. the GDP deflator, asset price bubbles are not difficult to contain.
B. consumer and asset prices, factors affecting policy decisions are incomprehensible to the man in the street.
C. consumer prices, asset prices will never stabilize.
D. consumer prices, the behaviour of asset prices is less likely to influence policy decisions.",D,"Inflation targeting frameworks, Exclusion of asset prices from CPI-targeting regimes",
选择,The term 'asset prices' does not relate to the prices of,"A. houses.
B. industrial plant.
C. mobile phone calls.
D. company shares.",C,Definition of asset prices vs. service prices,
选择,The main industrial countries are all subject to some common trends. These include,"A. the growing independence of country-specific business cycles.
B. the policy goal of fiscal consolidation, the submergence of country-specific cycles under the world business cycle, and an apparent conquest of inflation.
C. significant increases in their respective price levels.
D. an apparent conquest of inflation, growing fiscal disaggregation, and increasing anxiety over world business cycles.",B,"Global macroeconomic convergence, Synchronization of business cycles",
选择,By the mid-1990s inflation in many of the developed countries of the world,"A. had fallen to between 4-10 per cent.
B. had risen to between 5-6 per cent.
C. had fallen to between 1-3 per cent.
D. had risen to 23 per cent.",C,Great Moderation inflation outcomes,
选择,Measures taken to prevent the reappearance of the high inflation of the 1970s include,"A. increased government spending linked to subsidies of goods with a high weight in the RPI calculations.
B. lower taxes.
C. import quotas.
D. inflation targeting and central bank independence.",D,Institutional reforms to secure low inflation,
选择,An important lesson learned in the 1970s and 1980s was that,"A. high inflation does not generate higher output growth.
B. once inflation is established the cost of eliminating it is not great in terms of lost output.
C. high inflation generates higher output growth.
D. None of the above is correct.",A,"Inflation-growth nexus, Sacrifice ratio evidence",
选择,In the early 1980s the British government was committed to the control of inflation using,"A. loose fiscal policy but tight monetary policy.
B. effective prices and incomes policies.
C. loose monetary policy but tight fiscal policy.
D. strict monetary and fiscal policies.",D,UK monetarist experiment 1980-82,
选择,Fiscal consolidation is the process whereby governments,"A. simplify and centralize the tax system.
B. simplify and centralize the system of agricultural price support.
C. reduce their budget deficits and adopt new rules to limit future deficits.
D. increase their budget surpluses and adopt new rules to expand future deficits.",C,Definition of fiscal consolidation,
选择,The substantial fiscal deficits of the 1970s had an adverse effect on economic growth because,"A. high government borrowing crowds out private investment and high debt interest payments restrict the ability of governments to spend on economic infrastructure such as schools.
B. any government borrowing crowds out private investment in defence projects and the space programme.
C. low debt interest payments restrict the ability of governments to spend on economic infrastructure such as hospitals.
D. high government borrowing encourages private investment and low debt interest payments restrict the ability of governments to spend on economic infrastructure such as roads.",A,"Crowding-out mechanism, Debt-service crowding out of public investment",
选择,"In the short run, fiscal consolidation will result in","A. a rise in aggregate supply.
B. a rise in aggregate demand.
C. a fall in aggregate demand.
D. a fall in aggregate supply.",C,Short-run Keynesian effects of fiscal tightening,
选择,"In the long run, fiscal consolidation will lead to","A. a rise in real interest rates.
B. a reduction in government borrowing.
C. an increase in the high taxes that are required to meet interest payments on outstanding government debt.
D. a reduction in funds available for private investment expenditure.",B,Long-run sustainability benefits of lower deficits,
选择,An important aspect of globalization is that,"A. goods markets and financial markets around the world are increasingly integrated.
B. goods markets and financial markets around the world remain distinctive.
C. goods markets around the world are increasingly regulated.
D. financial markets around the world are allowed to operate independently.",A,"Definition of globalization, Market integration",
选择,The integration of the world economy means that,"A. any country's actions can influence the global cycle.
B. only the largest countries can influence the domestic impact of the global cycle by their own actions.
C. only the developing countries can influence the global cycle by their actions.
D. only Australia can influence the Pacific cycle by its actions.",A,"Global interdependence, Spillovers in integrated world economy",
选择,"24 The oil price rises of 1973 and 1979, the slowdown in the world demand in the early 1990s, and the US slowdown of 2001-2","a) affected only the developing economies.
b) affected all economies.
c) had little impact on the Canadian and Norwegian economies.
d) had no impact on the economies of oil-rich countries.",B,"Global macroeconomic shocks, Transmission of oil-price shocks, International business-cycle synchronization",
选择,25 As goods markets and financial markets around the world become increasingly integrated,"a) there appears to be no impact on country-specific business cycles.
b) there is no longer evidence of any country-specific business cycles.
c) the business cycle around the world is increasingly a shared phenomenon.
d) there is increasing evidence of declining business cycles.",C,"Globalization and business-cycle convergence, International trade and financial integration, Synchronization of economic fluctuations",
选择,The gap between rich and poor countries is,"A. getting smaller.
B. remaining constant.
C. getting larger.
D. non-existent.",C,"Global income inequality trends, Development economics overview",
选择,"For many poor countries, the tendency for the growth in population to outstrip the growth in the food supply","A. makes Ricardo's hypothesis correct.
B. was foreseen by Marx.
C. was Adam Smith's greatest preoccupation.
D. makes Malthusian pressures a real threat.",D,"Malthusian theory of population, Food security in developing countries",
选择,NIC stands for,"A. Newly Industrialized Company.
B. Newly Industrialized Country.
C. Nearly Industrialized Community.
D. Newly Interconnected Country.",B,"Definition of NIC (Newly Industrialized Country), Classification of developing economies",
选择,Transition economies are trying to switch from a - economy to a - economy.,"A. market, planned
B. planned, market
C. planned, organized
D. market, organized",B,"Transition economies definition, Planned vs market economy",
