type,stem,options,answer,knowledge,analysis
,,"a) is the most widely accepted theory explaining the functioning of the economy of ancient Rome.
b) is conceptually distinct from the dominant microeconomic theory developed in the twentieth century.
c) treats technological change as exogenous.
d) considers that the only source of increased economic growth is the increased productivity of land used for agricultural purposes.",c,,
,,"a) This functional form has too many arguments because $H$ and $L$ amount to the same thing, namely the human input into the productive process.
b) This functional form cannot represent a real economy because it does not account for the contribution of natural capital, such as land and the oceans.
c) GDP is a flow concept while labour, physical capital, and human capital are all stocks so the equation is logically inconsistent.
d) The only way in which an economist might estimate the precise functional form of the aggregate production function would be to obtain engineering data from all the economy's factories.",b,,
,,"a) increases in population are always accompanied by falling living standards.
b) falls in population are always accompanied by rising living standards.
c) as returns to labour at the margin decrease, labour force participation rates are expected to drop.
d) increases in population are first accompanied by diminishing marginal returns, followed by diminishing average returns, leading to declining living standards.",d,,
,,"a) the marginal product of capital is greater than zero, the economy's physical capital is destroyed by war, and the other components of the aggregate production function remain unchanged.
b) the law of diminishing returns influences adversely the investment intentions of entrepreneurs.
c) the government reduces the extent to which capital depreciation costs may be offset against profits for the purposes of calculating company taxes.
d) equal increases in physical capital are not offset by diminishing returns to labour.",a,,
,,"a) investment in the quality of human capital is the principal determinant of economic growth.
b) technological knowledge is never embodied in human capital because technology is exogenous to the model.
c) educating potential entrepreneurs and scientists will yield a faster rate of economic growth than the education of 5 to 10 year olds.
d) the quality of human capital is improved by better health, education, and training.",d,,
,,a) increases labour productivity measured as output per person employed.,a,,
,,"a) we have more money in our wallets.
b) governments have decided to redistribute wealth from the rich to the poor.
c) technological changes have resulted in an ever-widening array of goods and services produced by more efficient methods.
d) the levels of investment in physical and human capital are much greater today than at the beginning of the twentieth century, and the population has grown even more.",C,,
,,"a) just happens.
b) is a result of education and training.
c) follows from the research activities of universities and other research institutions.
d) is endogenous to the economic system.",A,,
,,"a) Economic incentives respond to the changing climate of technological research.
b) Economic rewards influence the scope and conduct of research into new technologies.
c) A higher level of investment in physical capital is always associated with technological improvements.
d) A better educated labour force embodies technological change.",B,,
,,"a) the result of reverse engineering.
b) dependent on the business importing tacit knowledge.
c) industrial espionage.
d) achieved by purchasing the machine tools it needs.",A,,
,,"a) the output price of a new product falls as production increases.
b) the marginal product of capital is positive.
c) the ratio of benefits to costs arising from the new investment is greater than unity.
d) the subsequent investors are beneficiaries of externalities conferred upon them by the first investor.",D,,
,,"a) input saving.
b) output standardising.
c) product differentiating.
d) market creating.",A,,
,,"a) permits businesses to run two parallel accounting systems, one for the management and one for the investors.
b) is rendered redundant by modern computer-based accounting systems.
c) is an important means for forecasting future balance sheets.
d) ensures that the historic performance of a business is transparent to potential investors.",D,,
,,"a) cannot work because wages in labour-surplus economies are always driven down to the opportunity cost of labour.
b) support economic growth because skills development will make the labour force more productive.
c) are valuable on humanitarian grounds but cannot be expected to improve the growth performance of African economies.
d) have a negative impact because economic growth shatters the values of traditional societies.",B,,
,,"a) may imply a reduction in GDP in the short term, as fishing vessels are tied up to allow stocks to recover.
b) suggests the need for investment in physical capital (more fishing vessels) and investment in human capital (more trained fishermen) so that boats may go further to new fishing grounds.
c) is resolved if fish prices rise in response to fish shortages.
d) can be overcome by a comprehensive programme of freshwater aquaculture development.",A,,
,,"a) technology has always found means of replacing or using more efficiently resources that have become scarce.
b) the oil companies are still discovering new oil fields.
c) non-renewable resources can readily be replaced by renewable resources.
d) None of the above is true.",D,,
,,"a) growth depends only on the activities of the private sector.
b) taxes are a burden on businesses which discourage innovation.
c) the private sector is much better equipped than the state to meet the infrastructure requirements of business.
d) None of the above is correct.",D,,
,,"a) physical beauty is a much greater commercial asset that a good mind.
b) they can be plagiarised reasonably easily.
c) investment in ideas is often unremunerative.
d) innovative ideas emanate from young minds, but it takes experience to see how they might be applied profitably.",B,,
,,"A. high, below, positive
B. high, below, negative
C. low, above, positive
D. low, above, negative",A,,
,,"A. 0 per cent per annum.
B. 2-3 per cent per annum.
C. 5-6 per cent per annum.
D. 10 per cent per annum.",B,,
,,"A. a fall in real GDP.
B. a fall in real GDP over a year.
C. a fall in real GDP in two successive quarters.
D. two quarterly falls in GDP within the same year.",C,,
,,"A. a period in which at least some inputs are fixed for all firms.
B. a period in which national output can deviate from its potential level.
C. a period of five years.
D. a period of one economic cycle.",B,,
,,"A. a period in which all inputs are variable for all firms.
B. a period long enough to allow national output to deviate from its potential level.
C. the period it takes the economy to return to the level of potential GDP after an initial disturbance.
D. a period of one economic cycle.",C,,
,,"A. consumption, investment, imports, exports.
B. consumption, investment, stocks, government spending.
C. consumption, investment, government spending, exports.
D. consumption, investment, government spending, net exports.",D,,
,,"A. another term for endogenous spending
B. spending which does not depend on current domestic income.
C. spending on robots and other non-human producers.
D. spending determined by any independent non-government body.",B,,
,,"A. individuals' incomes vary over their life times.
B. individuals' consumption levels vary over their lifetimes.
C. individuals base their current consumption on their expected life-time income.
D. individuals expect to have an income for ever.",C,,
,,"A. last period's personal income.
B. this period's personal income.
C. this period's personal disposable income.
D. next period's personal disposable income.",C,,
,,"A. the marginal propensity to consume.
B. the average propensity to consume.
C. the total propensity to consume.
D. autonomous consumption.",A,,
,,"A. less than
B. equal to
C. proportional to
D. greater than",A,,
,,"A. remains constant.
B. increases and approaches the marginal propensity to consume.
C. declines and approaches the marginal propensity to consume.
D. increases and diverges further from the marginal propensity to consume.",C,,
,,"A. less than
B. equal to
C. proportional to
D. greater than",D,,
,,"A. shift the consumption function upwards.
B. have no effect on the consumption function.
C. shift the consumption function downwards.
D. make the consumption function steeper.",A,,
,,"A. raise consumption.
B. lower consumption.
C. leave consumption unchanged.
D. lower saving.",B,,
,,"A. positively, positively
B. positively, negatively
C. negatively, positively
D. negatively, negatively",C,,
,,"A. autonomous consumption.
B. the average propensity to consume.
C. the marginal propensity to consume.
D. the marginal propensity to save.",C,,
,,"A. autonomous saving.
B. the average propensity to save.
C. the marginal propensity to consume.
D. the marginal propensity to save.",D,,
,,"A. GDP to fall.
B. GDP to rise.
C. spending to fall.
D. spending to rise.",A,,
,,"A. aggregate spending will equal income and saving will equal investment.
B. if aggregate spending exceeds income then saving will be less than investment.
C. if aggregate spending exceeds income then saving will be greater than investment.
D. consumption plus investment equals income minus savings.",A,,
,,"A. $Y^{*} = 1000$ and $C^* = 200$
B. $Y^{*} = 1000$ and $C^* = 800$
C. $Y^{*} = 2000$ and $C^* = 1200$
D. $Y^{*} = 5000$ and $C^* = 4200$",D,,
,,"A. the ratio of the change in spending to the change in GDP it brings about.
B. the ratio of the change in GDP to the change in spending that brings it about.
C. the ratio of the change in consumption to the change in spending that brought it about.
D. the ratio of the change in consumption to the change in GDP.",B,,
,,"A. 0.25.
B. 0.75.
C. 1.33.
D. 4.00.",D,,
,,"A. 225.
B. 231.25.
C. 250.
D. 300.",B,,
,,"A. 75.
B. 100.
C. 400.
D. 750.",C,,
,,"A. monetary policy.
B. fiscal policy.
C. incomes policy.
D. taxation policy.",B,,
,,"A. taxes levied on deep-sea fishermen.
B. total tax revenues received by the government minus total government spending.
C. taxes levied on use of the Internet.
D. total tax revenues received by the government minus total transfer payments made by it.",D,,
,,"A. rising.
B. falling.
C. unaffected.",A,,
,,"e) exogenous too.
f) endogenous.
g) guaranteed.
h) wasted.",f,,
,,"e) increase
f) decrease
g) stay the same
h) fluctuate",f,,
,,"u) both exports and imports are endogenous.
v) exports are endogenous and imports are exogenous.
w) exports are exogenous and imports are endogenous.
x) both exports and imports are exogenous.",w,,
,,"u) a positive function of GDP.
v) a negative function of GDP.
w) a positive function of the level of imports.
x) a negative function of the level of exports.",v,,
,,"u) foreign GDP, the exchange rate, relative international price levels.
v) domestic GDP, the exchange rate, the level of imports.
w) the exchange rate, the level of imports, relative international price levels.
x) foreign GDP, the exchange rate, the level of imports.",u,,
,,"m) British exports to the USA to rise and US exports to Britain to rise.
n) British exports to the USA to rise and US exports to Britain to fall.
o) British exports to the USA to fall and US exports to Britain to fall.
p) British exports to the USA to fall and US exports to Britain to rise.",p,,
,,"m) An appreciation in the pound sterling (with price levels constant).
n) A depreciation in the pound sterling (with price levels constant).
o) The UK inflation rate being higher than the rate in other major trading countries (with exchange rates constant).
p) A rise in GDP in the UK.",n,,
,,"kk) 0.220.
11) 0.375.
mm) 0.595.
nn) 0.850.",11,,
,,"a) 20.0
b) 22.5
c) 32.5
d) 67.5",a,,
,,"kk) $S + T + X = I + G + IM.$
11) $S + (G - T) = I + (X - IM)$.
mm) $S + T + IM = I + G + X.$
nn) $S + (X - IM) = I + (T - G)$",mm,,
,,"a) 1.333.
b) 1.739.
c) 2.000.
d) 2.353.",b,,
,,"a) 1.568.
b) 1.666.
c) 1.951.
d) 2.051.",c,,
,,"u) An increase in government spending
v) An increase in autonomous consumption
w) An increase in exports
x) An increase in imports",x,,
,,"cc) go forth.
dd) increase.
ee) decrease.
ff) not be affected.",dd,,
,,"e) £500 million.
f) £833 million.
g) £1,000 million.
h) £1,250 million.",h,,
,,"u) rise.
v) rise by the same percentage as the change in the tax rate.
w) fall.
x) stay the same.",w,,
,,"a) An increase in the marginal propensity to consume
b) An increase in the rate of income tax
c) An increase in the marginal propensity to save
d) An increase in the propensity to import",a,,
,,"kk) via the effects of interest rates on aggregate saving.
ll) via the effects of interest rates on aggregate spending.
mm) via changes in the money supply.
nn) via changes in the Monetary Policy Committee.",ll,,
,,"oo) shift the AE line down.
pp) shift the AE line up.
qq) make the AE line steeper.
rr) not affect the AE line.",oo,,
,,"gg) nothing.
hh) less than £300 million per year.
ii) £300 million per year.
jj) more than £300 million per year.",jj,,
,,"q) Injections equal leakages.
r) The components of aggregate spending add up to GDP.
s) The propensity to import plus the propensity to save equal the marginal tax rate.
t) Desired national saving equals desired national asset formation.",s,,
,,"a) government revenues minus government spending.
b) government spending minus government revenues.
c) government spending minus taxes.
d) the average of government spending and government revenues.",a,,
,,"a) the minimum ('crash') production cycle for a factory.
b) the period of time in which businesses decide their production levels, on the assumption that all input prices remain unchanged.
c) the interval of time needed to run 100 metres.
d) one year.",B,,
,,"a) to their disadvantage because the value of the goods and services they can buy is falling throughout the loan period.
b) to their advantage because the value of the borrowed sum, expressed in terms of what it can buy, and therefore in terms of what they have to repay eventually in real terms, is falling.
c) neither to their advantage nor their disadvantage because the declining value of the loan is exactly offset by the rate of inflation.
d) to their advantage if the quality of the education they receive leads to satisfactory employment prospects, but disadvantageous if graduate unemployment is all they have to look forward to.",B,,
,,"a) when the student repays the loan it will buy less.
b) for the parents the opportunity cost of the loan includes the loss on interest on it.
c) the loan makes the student better off, which is bound to increase the utility of his/her parents.
d) for the period of the loan the parents are deprived of increasing purchasing power.",D,,
,,"a) it is all in the family.
b) it is received by the student and therefore becomes one of his/her assets without any offsetting liability.
c) in the event of price changes the increase in one party's wealth is offset by the decrease in the wealth of the other party to the deal.
d) it takes place within the geographical boundaries of a country.",C,,
,,"a) The asset should be attributed to the British government because it is issued by the Bank of England, but sold to a foreigner.
b) The US financier possesses the asset because, by purchasing the bond, he has lent money to the British government.
c) It is really an outside liability of the US financier because, if the British government defaults, he will lose his money.
d) Because it is offshore and therefore denominated in foreign currency, it automatically becomes a US inside asset.",B,,
,,"a) no net change in the private sector's inside assets, because a fall in the real value of loans is offset by an increase in the real value of borrowing.
b) an improvement in the wealth of the private sector owning inside assets, because the real value of these assets increases with inflation.
c) a net fall in the value of the private sector's wealth, because inflation depletes the value of inside assets.
d) a fall in the wealth of consumers faced with rising prices but an increase in the wealth of businesses earning bigger profits.",A,,
,,"a) lower private sector wealth because the current market prices in which assets are denominated would also be expected to fall.
b) a rise in the real value of private sector wealth because the real value of outside assets increases.
c) a shift in business spending from wages to investment to compensate for the decline in business prospects.
d) recession.",B,,
,,"a) a fall in the wealth of consumers.
b) a decision to increase desired levels of investment goods.
c) an increase in the price of vegetables.
d) an increase in the value of consumers' assets.",D,,
,,"a) increase their savings to restore their assets to the desired level.
b) increase consumption to maintain their habitual use of luxuries.
c) reduce their purchases of shares in the expectation of cost pressures on business and therefore falling profitability.
d) increase their holdings of paper money and coin as security against further price increases.",A,,
,,"a) reduces the earnings available to business to promote exports.
b) forces a decline in the value of exports because of lower unit prices.
c) results in an increase in exports because they become relatively cheaper.
d) causes an increase in imports to replace domestic production which is no longer profitable at the lower prices.",C,,
,,"a) reduces national income because it reduces desired spending by consumers, all other things being equal.
b) increases national income by improving the profitability of businesses.
c) is neutral in its effect on national income because the resulting fall in consumer expenditure is exactly offset by an increase in business receipts.
d) is positive in its short-run effects, but negative in the long run because of its influence on inflationary expectations.",A,,
,,"a) is a simple horizontal summation of all the individual demand functions for goods and services.
b) reflects a negative relationship between the general price level and GDP.",B,,
,,"A. An economy cannot be 'off the demand curve', by definition, so the aggregate demand curve must be incorrectly drawn.
B. Aggregate expenditure and aggregate demand have no relationship with each other.
C. The aggregate demand curve should be disaggregated to generate the necessary consistency between aggregate desired spending and national income.
D. The actual level of GDP would not be compatible with aggregate desired spending.",D,,
,,"A. This is a positive aggregate demand shock.
B. This is an aggregate demand shock which induces a negative movement along the aggregate demand curve.
C. This is a contractionary demand shock inducing a leftward shift in the aggregate demand curve.
D. Ultimately the effect of such a shock must be neutral because all the money raised in taxation will eventually be spent on productive inputs.",C,,
,,"A. a positive demand shock.
B. a reduction in aggregate demand because of the substitution effect from consumption to shares.
C. a fall in GDP due to its inflationary effects.
D. a fall in the relative price of some consumer goods.",A,,
,,"A. purely metaphysical.
B. the result of the horizontal summation of individual firms' total cost curves.
C. shown by a graph of how much businesses would like to produce after all prices have adjusted to exogenous demand shocks.
D. overdetermined.",C,,
,,"A. the demand for inputs rises, thus pushing up their prices.
B. the unit costs of employing inputs rise as output rises.
C. price setters take advantage of increased demand by cutting prices to stimulate the growth of markets.
D. as output increases, the additional demand for labour encourages the formation of trade unions who negotiate improved wages for their members.",B,,
,,"A. it permits more efficient use of other capital and natural resources.
B. it shocks competing businesses into improving their business strategies.
C. the resulting higher production causes a movement along the aggregate demand curve.
D. it reduces the unit costs of production, as long as wage rates do not rise and offset the increase in productivity.",D,,
,,"A. a movement along the SRAS curve.
B. a leftward shift in the SRAS curve.
C. a rightward shift in the SRAS curve.
D. no effect on the SRAS curve.",C,,
,,"A. in equilibrium conditions along its entire length.
B. horizontal over a significant range of GDP levels.
C. determined by perfectly competitive conditions in factor markets.
D. dependent upon the willingness of businessmen to invest.",B,,
,,"A. depicts businesses artificially holding down costs to force themselves to remain on the SRAS curve.
B. illustrates that the general price level is being held down by competing imports.
C. suggests a dramatic improvement in national labour productivity.
D. The Keynesian SRAS curve is not compatible with GDP levels above potential GDP.",D,,
,,"A. an increase in aggregate supply and a fall in the general price level.
B. an increase in aggregate supply and an increase in the general price level.
C. a leftward shift of the SRAS curve and an increase in the general price level.
D. a downward shift in aggregate demand.",C,,
,,"A. decreases in real output.
B. a combination of increases in the price level and decreases in real output.
C. leftward shifts in the SRAS curve.
D. a combination of increases in both real output and the general price level.",D,,
,,"A. greater than when the SRAS curve is Keynesian.
B. less than when the SRAS curve is Keynesian.
C. likely to be dampened by the impact of rising labour productivity.
D. explosive.",B,,
,,"A. the state taxes sufficiently to ensure the absence of excess demand.
B. consumers' spending choices ensure that full employment is achieved.
C. businesses adjust their production decisions to ensure that they produce neither too much nor too little at prevailing market prices.
D. agents are just willing to buy all that is produced, and firms are just willing to produce the current level of output at the prevailing price level.",D,,
,,"A. the difference between marginal product and average product.
B. the difference between net national product and gross national product.
C. the deadweight loss resulting from negative environmental externalities.
D. the difference between an economy's potential output and actual output.",D,,
,,"A. an economy's potential output minus its actual output, when the result is a positive number.
B. an economy's potential output minus its actual output, when the result is a negative number.
C. the tendency to underproduce due to environmental constraints even during expansionary periods.
D. an index of economic shrinkage during a depression.",A,,
,,"A. a logical impossibility.
B. an inflationary gap.
C. likely to lead to economic disaster as production collapses.
D. fiscal and monetary disequilibrium.",B,,
,,"A. labour is the only relevant factor of production to take into account in the analysis, as it is the main input.
B. the behaviour of all inputs is relevant.
C. labour is a satisfactory representative of natural resources and capital, since all inputs contribute to the aggregate production function.
D. in the short run the behaviour of one factor only should be analysed.",B,,
,,"A. £70
B. £100
C. £200
D. £130",D,,
,,"A. Money wages increase from £100 to £101 per person per week and labour productivity increases from 100 units per person per week to 102 units per person per week.
B. Money wages fall from £100 to £90 per person per week and labour productivity remains unchanged at 100 units per person per week.
C. Money wages fall from £100 to £90 per person per week and labour productivity declines from 100 units per person per week to 85 units per person per week.
D. Money wages rise by 20 per cent per year and labour productivity also rises at 20 per cent per year.",C,,
,,"A. monopsonistic practices by multinational companies.
B. the failure of trades unions to protect the interests of workers.
C. collaboration between individual suppliers of labour.
D. labour productivity increasing faster than wage rates.",D,,
,,"A. This is excellent news for business because it implies that profits will go on rising indefinitely, but there will be downward pressure on wages.
B. This is bad news for business because profits are bound to rise more slowly than wages.
C. Demand for many goods and services is strong, so many businesses will concede wage increases to their workers.
D. The effects of inflation will not harm the workforce.",C,,
,,"A. the AD and SRAS curves are in equilibrium below potential GDP.
B. the AD and SRAS curves are not in equilibrium.
C. the SRAS curve intersects the price level axis.
D. the AD curve intersects the real GDP axis.",A,,
,,"A. of information asymmetries between firms and their employees.
B. of failures in macroeconomic management.
C. pressure on wages to adjust downwards during recessions is less effective than the consequences of excess demand for labour during booms.
D. pressure on profits is greater than pressure on wages.",C,,
,,"A. An exogenous increase in AD raises both price and output levels above potential GDP.
B. Productivity rises more slowly than the cost of inputs.
C. The SRAS curve is shifted leftward in response to pressure on prices.",B,,
,,"A. an increase in the general level of prices as businesses try to restore their profitability.
B. higher unemployment.
C. improved profits for importing firms.
D. higher real wages in the countries purchasing the exports.",B,,
,,"A. the willingness of the government to boost demand through tax cuts.
B. monopoly in the business sector.
C. the SRAS curve remaining constant over the long term.
D. a rightward shift in the SRAS curve large enough to restore output to its potential.",D,,
,,"A. shift the SRAS curve to the right.
B. shift the SRAS curve to the left.
C. are neutral in their effects on the SRAS curve.
D. are unpredictable in their effect on the SRAS curve.",B,,
,,"A. sticky wages.
B. flexible prices.
C. backward-bending supply relationships in input markets.
D. failure to protect the interests of the labour force.",A,,
,,"A. the economy is at the limit of its efforts to maintain production.
B. there is a permanent inflationary gap in the economy forcing supply into its inelastic range.
C. all adjustments have reached their conclusion and the economy is operating at potential GDP.
D. there is inefficiency in some input markets.",C,,
,,"A. The level of potential GDP depends on the interaction between the AD curve and the LRAS curve.
B. The price level determines whether the labour force is fully, or only partially, employed.
C. The distribution of GDP between households, the state, and exports is never influenced by the price levels of GDP.
D. GDP is determined only by supply conditions.",D,,
,,"A. deliberately framed to enhance economic growth.
B. adjustments to tax rates or government expenditure designed to smooth out cyclical variations in GDP.
C. used to enhance competitive practices amongst firms.
D. a means of encouraging additional long-term investment in the economy's infrastructure, such as roads and railways.",B,,
,,"A. to enhance economic growth.
B. to bridge a recessionary gap.
C. to remove an inflationary gap.
D. to influence the LRAS curve.",C,,
,,"A. increasing taxes.
B. increasing government spending on welfare payments.
C. relaxing the money supply.
D. extending VAT to hitherto-untaxed commodities.",B,,
,,"A. in a recession, increasing taxes to meet international obligations.
B. in a boom, cuts in corporation taxes.
C. in a boom, falling transfer payments.
D. in a recession, the adjustment of taxes to maintain a balanced budget.",C,,
,,"A. the time interval between the end of one activity and the start of another related activity.
B. the time period between a policy decision and its taking effect.
C. the overlap between one fiscal year and the next.
D. the time period between passing sentence and its final outcome.",B,,
,,"A. to create a policy environment in which fiscal stabilization is carried out by the European Central Bank for all the participating countries.
B. to encourage confidence in the US dollar.
C. to generate an additional leftward shift in the AD curve when there is already a recessionary output gap.
D. to enable participating countries to develop counter-cyclical fiscal stabilization policies in coordination with other member states.",C,,
,,"A. controlling the tax rate on private sector bank deposits.
B. adjusting the exchange rate.
C. determining interest rates.
D. nationalizing the Bank of England.",C,,
,,"A. changes in the composition of aggregate spending
B. tax rate variations
C. population growth
D. a fall in exports",C,,
,,"A. there were fundamental differences between the classical economists and their neo-classical successors.
B. the domestic and international sectors of the economy could be analysed separately.
C. the real and monetary sectors of the economy could be analysed separately.
D. there was a fundamental division in the economy between the working class on the one hand and capitalists and landlords on the other.",C,,
,,"A. the quantity of money has no effect on the real part of the economy.
B. the quantity of money has no effect on the level of prices.
C. the government would be indifferent as to the level of money in the economy.
D. it does not matter which currency a country chooses to use.",A,,
,,"A. Acting as a store of value
B. Acting as a unit of account
C. Acting as a medium of exchange
D. Providing pendulum weights for Big Ben",D,,
,,"A. 6.250
B. 6.625
C. 6.875
D. none of the above",C,,
,,"A. the double coincidence of waits.
B. the double coincidence of wants.
C. having to trust the other party to a deal.
D. having to produce a tangible good to sell.",B,,
,,"A. It should be divisible.
B. It should be difficult to counterfeit.
C. It should be perishable.
D. It should be portable.",C,,
,,"A. states that ""Good money drives out bad"".
B. states that ""Bad money drives out good"".
C. dictated the minimum permitted level of gold in a 'gold' coin.
D. forbade the addition of base metals to the currency.",B,,
,,"A. the revenue generated by the power to create currency.
B. the revenue gained by 'clipping' a currency.
C. the practice of putting a likeness of the head of state on all notes and coins.
D. a term for certain rights of a governor.",A,,
,,"A. 1.667
B. 3.704:1
C. 6.667:1
D. 8.333:1",B,,
,,"A. promissory notes issued by an Italian car manufacturer.
B. money that is only convertible into gold.
C. money that is not convertible into any commodity.
D. money that is not officially legal tender, but is widely accepted as a means of payment.",C,,
,,"A. currency held by the public and the banks.
B. currency held by the public plus deposits held by the banks with the central bank.
C. currency held by the public and the banks plus deposits held by the banks with the central bank.
D. currency held by the public and the banks less deposits held by the banks with the central bank.",C,,
,,"A. the Bank of England.
B. the Monetary Policy Committee.
C. policy decisions by the clearing banks.
D. the demands of the economy.",D,,
,,"A. non-interest-bearing bank deposits plus other bank retail deposits.
B. non-interest-bearing bank deposits plus building society retail deposits.
C. non-interest-bearing bank deposits plus other bank retail deposits plus building society retail deposits.
D. None of the above.",D,,
,,"A. a £1 coin
B. a £10 note
C. a cheque
D. a balance in a current account",C,,
,,"A. an increasing function of $x$ and an increasing function of $b$.
B. an increasing function of $x$ and a decreasing function of $b$.
C. a decreasing function of $x$ and an increasing function of $b$.
D. a decreasing function of $x$ and a decreasing function of $b$.",A,,
,,"A. 8 per cent
B. 12 per cent
C. 20 per cent
D. 32 per cent",A,,
,,"A. 4.148
B. 4.259
C. 8.467
D. 10.583",B,,
,,"A. an increasing function of $x$ and an increasing function of $b$.
B. an increasing function of $x$ and a decreasing function of $b$.
C. a decreasing function of $x$ and an increasing function of $b$.
D. a decreasing function of $x$ and a decreasing function of $b$.",D,,
,,"A. the demand for loans equals the supply of loans.
B. the demand for loans equals the supply of deposits.
C. the spread between the supply of loans and the supply of deposits is minimised.
D. the spread between the supply of loans and the supply of deposits is maximised.",A,,
,,"A. the Bank of England.
B. the European Central Bank.
C. the collective actions of the UK clearing banks.
D. whatever demand is at the level of interest set by the authorities.",D,,
,,"A. small, small
B. small, large
C. large, small
D. large, large",B,,
,,"A. it is not necessary for it to be used as a medium of exchange.
B. it is essential that it is also used as a medium of exchange.
C. it is preferable that it is not also used as a medium of exchange.
D. it is essential that it is not also used as a medium of exchange.",A,,
,,"A. 9.1 per cent
B. 13.2 per cent
C. 14.0 per cent
D. None of the above is correct",C,,
,,"A. its banknotes are only partially printed on the reverse side.
B. the issuing bank has sufficient reserves to more than match the amount of notes it has issued.
C. the issuing bank has insufficient reserves to match the amount of notes it has issued.
D. the reserves held by the issuing bank are made up of a number of different assets.",C,,
,,"A. will create a multiple increase in deposit money as long as at least one bank with excess reserves expands its deposits.
B. will create a multiple increase in deposit money if all banks with excess reserves expand their deposits together.
C. can only create a multiple increase in deposit money if the central bank permits it.
D. will always lead to an increase in deposit money through the operation of the money multiplier.",B,,
,,"ww) £9.60
xx) £120
yy) £1200
zz) £1500",zz,,
,,"a) increase by £1200.
b) increase by £300.
c) decrease by £300.
d) stay the same.",c,,
,,"q) the average value of the income stream it produces.
r) the present value of the income stream it produces.
s) the total value of the income stream it produces.
t) the price at which the asset was originally sold, less depreciation.",r,,
,,"m) decreases.
n) stays the same.
o) increases.
p) fluctuates.",m,,
,,"a) negatively related to GDP and negatively related to the rate of interest.
b) positively related to GDP and negatively related to the rate of interest.
c) positively related to GDP and negatively related to wealth.
d) positively related to GDP and positively related to wealth.",d,,
,,"a) negatively related to GDP and negatively related to the rate of interest.
b) positively related to GDP and negatively related to the rate of interest.
c) positively related to GDP and negatively related to wealth.
d) negatively related to GDP and positively related to wealth.",b,,
,,"cc) $MP = VY$ .
dd) $MPV = Y$ .
ee) $MV = PY.$
ff) $P V = M Y.$",ee,,
,,"cc) the demand for money adjusting so that it equals the supply of money at the prevailing rate of interest.
dd) the supply of money adjusting so that it equals the demand for money at the prevailing rate of interest.
ee) the rate of interest adjusting so that the demand for money equals the supply of money.
ff) chance only.",ee,,
,,"u) An increase in real GDP
v) An increase in wealth
w) An increase in the price level
x) An increase in the rate of interest",x,,
,,"u) the transactions mechanism.
v) the transmission mechanism.
w) the liquidity preference mechanism.
x) the money multiplier.",v,,
,,"i) reduce the size of the fluctuations in investment caused by a change in GDP.
j) increase the size of the fluctuations in investment caused by a change in GDP.
k) have no effect on the size of the fluctuations in investment caused by a change in GDP.
l) lower the required stock of capital for any given level of GDP.",j,,
,,"ss) a rise in output and a rise in the price level.
tt) a rise in output and a fall in the price level.
uu) a fall in output and a rise in the price level.
vv) a fall in output and a fall in the price level.",vv,,
,,"a) a fall in output and a fall in the price level.
b) a fall in output and no change in the price level.
c) no change in output and a fall in the price level.
d) no change in output and no change in the price level.",c,,
,,"e) stabilizes, stabilizes
f) stabilizes, amplifies
g) amplifies, stabilizes
h) amplifies, amplifies",g,,
,,"e) the Monetary Policy Committee, the Monetary Policy Committee
f) the Monetary Policy Committee, the Government
g) the Monetary Policy Committee, the European Central Bank
h) the Chancellor of the Exchequer, the Monetary Policy Committee",f,,
,,"e) 2 per cent plus or minus 0.5 per cent.
f) 2 per cent plus or minus 1 per cent.
g) 2.5 per cent plus or minus 1 per cent.
h) 3 per cent plus or minus 1.5 per cent.",g,,
,,"a) sale and purchase agreement.
b) sale and repurchase agreement.
c) sale or purchase agreement.
d) sale or purchase arrangement.",b,,
,,"cc) instrument independence only, target independence only
dd) both target and instrument independence, target independence only
ee) target independence only, both target and instrument independence
ff) instrument independence only, both target and instrument independence",ff,,
,,"i) Control of the ratio between high-powered money and the total money supply.
j) The use of minimum reserves.
k) Open-market operations.
l) Standing facilities.",i,,
,,"ss) rising prices and falling output.
tt) a boom in the venison market.
uu) falling prices and falling output.
vv) stagnant demand and increasing supply.",ss,,
,,"ss) a change in the interest rate changing investment, which in turn shifts the aggregate demand curve.
tt) a change in the money supply changing money demand, which in turn shifts the aggregate demand curve.
uu) a change in the money supply changing money demand, which in turn shifts the aggregate supply curve.
vv) a change in the interest rate changing autonomous consumption, which in turn shifts the aggregate demand curve.",ss,,
,,"ww) interest rates are raised when GDP is below potential.
xx) interest rates are not changed unless GDP is above potential.
yy) interest rates are raised when inflation exceeds its target.
zz) interest rates are lowered when inflation exceeds its target.",yy,,
,,"oo) goods, up, money, down
pp) goods, down, money, up
qq) money, up, goods, down
rr) money, down, goods, up",pp,,
,,"y) IS, right
z) IS, left
aa) $LM$ , right
bb) $LM$ , left",y,,
,,"e) shift the $LM$ curve to the left and the $AD$ curve to the left.
f) shift the $LM$ curve to the right and the $AD$ curve to the right.
g) shift the $IS$ curve to the right and the $AD$ curve to the right.
h) shift the $IS$ curve to the left and the $AD$ curve to the left.",f,,
,,"A. buying where the price is high and selling at the same high price so as to make a profit.
B. buying where the price is low and selling where it is low so as to make a profit.
C. buying where the price is high and selling where it is low so as to make a profit, which will tend to drive prices together in different locations.
D. buying where the price is low and selling where it is high so as to make a profit, which will tend to drive prices together in different locations.",D,,
